values,name,day,,
2270,time,,,
1739,time,,,
4181,time,,,
3710,time,,,
4052,time,,,
4103,time,,,
4132,time,,,
2416,time,,,
2002,time,,,
4788,time,,,
4423,time,,,
4566,time,,,
4310,time,,,
4468,time,,,
2822,time,,,
2199,time,,,
5453,time,,,
4837,time,,,
5073,time,,,
5013,time,,,
5159,time,,,
3149,time,,,
2468,time,,,
6291,time,,,
5873,time,,,
5826,time,,,
5471,time,,,
5744,time,,,
3231,time,,,
2702,time,,,
6690,time,,,
6476,time,,,
6180,time,,,
6146,time,,,
6162,time,,,
3736,time,,,
2610,time,,,
7014,time,,,
6617,time,,,
6369,time,,,
6342,time,,,
6618,time,,,
3779,time,,,
3065,time,,,
7563,time,,,
7229,time,,,
7696,time,,,
7100,time,,,
7121,time,,,
3760,time,,,
3103,time,,,
7883,time,,,
7927,time,,,
7453,time,,,
7059,time,,,
7221,time,,,
3927,time,,,
3278,time,,,
8927,time,,,
8463,time,,,
8864,time,,,
8266,time,,,
8050,time,,,
4453,time,,,
3501,time,,,
9133,time,,,
8660,time,,,
8304,time,,,
8097,time,,,
8029,time,,,
4211,time,,,
3070,time,,,
8527,time,,,
8202,time,,,
7674,time,,,
7576,time,,,
6739,time,,,
3834,time,,,
2563,time,,,
7537,time,,,
7393,time,,,
7179,time,,,
6678,time,,,
6630,time,,,
3682,time,,,
2442,time,,,
7271,time,,,
6881,time,,,
6501,time,,,
6456,time,,,
6219,time,,,
3255,time,,,
2340,time,,,
6903,time,,,
6732,time,,,
6299,time,,,
6031,time,,,
6307,time,,,
3163,time,,,
2356,time,,,
7099,time,,,
6697,time,,,
7037,time,,,
6541,time,,,
6337,time,,,
3167,time,,,
2245,time,,,
7044,time,,,
7155,time,,,
6921,time,,,
6300,time,,,
6041,time,,,
2906,time,,,
2098,time,,,
6428,time,,,
6629,time,,,
6065,time,,,
5707,time,,,
5506,time,,,
2815,time,,,
1918,time,,,
6273,time,,,
4372,time,,,
2251,time,,,
6416,time,,,
5614,time,,,
2822,time,,,
1865,time,,,
6323,time,,,
6177,time,,,
5834,time,,,
5408,time,,,
5287,time,,,
2671,time,,,
1840,time,,,
6304,time,,,
5964,time,,,
5558,time,,,
5293,time,,,
5006,time,,,
2458,time,,,
1769,time,,,
5934,time,,,
5956,time,,,
5775,time,,,
5513,time,,,
5666,time,,,
3041,time,,,
2218,time,,,
6827,time,,,
7135,time,,,
6476,time,,,
6466,time,,,
6615,time,,,
3354,time,,,
2369,time,,,
8233,time,,,
8394,time,,,
7420,time,,,
7296,time,,,
7235,time,,,
3503,time,,,
2474,time,,,
8411,time,,,
7949,time,,,
7185,time,,,
6873,time,,,
6284,time,,,
3019,time,,,
2172,time,,,
5171,time,,,
8087,time,,,
7637,time,,,
7557,time,,,
7098,time,,,
3545,time,,,
2652,time,,,
8974,time,,,
8939,time,,,
8358,time,,,
8151,time,,,
7581,time,,,
3908,time,,,
2641,time,,,
3313,time,,,
9625,time,,,
8719,time,,,
8215,time,,,
8395,time,,,
4220,time,,,
2785,time,,,
10361,time,,,
10287,time,,,
9586,time,,,
9600,time,,,
9618,time,,,
4896,time,,,
3013,time,,,
10934,time,,,
11633,time,,,
11466,time,,,
11219,time,,,
10915,time,,,
5998,time,,,
3178,time,,,
13110,time,,,
13007,time,,,
12502,time,,,
12756,time,,,
12499,time,,,
6902,time,,,
3422,time,,,
14381,time,,,
14046,time,,,
13331,time,,,
12800,time,,,
12551,time,,,
6616,time,,,
3799,time,,,
14476,time,,,
13887,time,,,
12823,time,,,
10480,time,,,
2735,time,,,
5933,time,,,
4397,time,,,
16224,time,,,
16099,time,,,
14728,time,,,
12083,time,,,
3413,time,,,
6948,time,,,
5274,time,,,
18556,time,,,
18821,time,,,
18409,time,,,
18766,time,,,
18601,time,,,
9842,time,,,
5663,time,,,
21044,time,,,
19503,time,,,
18651,time,,,
18370,time,,,
17514,time,,,
9441,time,,,
5329,time,,,
19675,time,,,
19046,time,,,
17478,time,,,
16925,time,,,
16480,time,,,
8803,time,,,
4748,time,,,
18196,time,,,
17063,time,,,
14919,time,,,
14026,time,,,
12367,time,,,
6812,time,,,
3709,time,,,
4722,time,,,
13447,time,,,
11873,time,,,
10835,time,,,
10200,time,,,
5345,time,,,
2762,time,,,
11671,time,,,
9323,time,,,
8532,time,,,
7836,time,,,
7723,time,,,
4001,time,,,
2172,time,,,
8342,time,,,
7802,time,,,
7038,time,,,
6982,time,,,
6799,time,,,
3433,time,,,
2050,time,,,
8649,time,,,
7520,time,,,
6878,time,,,
6788,time,,,
6886,time,,,
3509,time,,,
2116,time,,,
8675,time,,,
6955,time,,,
6589,time,,,
6334,time,,,
6013,time,,,
3066,time,,,
2001,time,,,
7093,time,,,
5976,time,,,
5529,time,,,
5373,time,,,
5267,time,,,
2671,time,,,
1562,time,,,
2150,time,,,
6784,time,,,
5314,time,,,
5042,time,,,
4777,time,,,
2441,time,,,
1559,time,,,
5947,time,,,
5223,time,,,
4670,time,,,
4623,time,,,
4201,time,,,
2263,time,,,
1328,time,,,
5317,time,,,
4462,time,,,
4047,time,,,
2096,time,,,
1706,time,,,
1617,time,,,
1434,time,,,
5561,time,,,
4658,time,,,
4425,time,,,
4253,time,,,
4063,time,,,
2231,time,,,
1210,time,,,
5099,time,,,
4257,time,,,
3852,time,,,
3783,time,,,
3334,time,,,
1690,time,,,
1101,time,,,
4350,time,,,
3666,time,,,
3639,time,,,
3287,time,,,
3191,time,,,
1748,time,,,
1072,time,,,
3996,time,,,
3460,time,,,
3184,time,,,
2981,time,,,
2701,time,,,
1002,time,,,
956,time,,,
3439,time,,,
2905,time,,,
2590,time,,,
2779,time,,,
2502,time,,,
1280,time,,,
782,time,,,
1731,time,,,
3199,time,,,
2635,time,,,
2374,time,,,
2481,time,,,
1212,time,,,
773,time,,,
2894,time,,,
2581,time,,,
2489,time,,,
2413,time,,,
2388,time,,,
1150,time,,,
799,time,,,
2956,time,,,
2717,time,,,
2634,time,,,
2558,time,,,
2499,time,,,
1139,time,,,
932,time,,,
3080,time,,,
2808,time,,,
2812,time,,,
2655,time,,,
2767,time,,,
1350,time,,,
843,time,,,
3683,time,,,
3589,time,,,
3389,time,,,
3308,time,,,
3289,time,,,
1710,time,,,
1095,time,,,
4217,time,,,
3877,time,,,
3937,time,,,
3970,time,,,
3973,time,,,
2064,time,,,
1272,time,,,
5314,time,,,
5178,time,,,
5344,time,,,
5343,time,,,
5223,time,,,
2749,time,,,
1708,time,,,
6965,time,,,
6439,time,,,
6263,time,,,
6527,time,,,
6771,time,,,
3466,time,,,
2268,time,,,
9302,time,,,
9318,time,,,
10106,time,,,
10118,time,,,
10529,time,,,
5323,time,,,
3528,time,,,
13965,time,,,
14070,time,,,
13947,time,,,
13582,time,,,
14100,time,,,
6905,time,,,
4688,time,,,
18208,time,,,
18365,time,,,
17946,time,,,
18864,time,,,
18020,time,,,
8730,time,,,
6386,time,,,
22782,time,,,
22172,time,,,
20708,time,,,
21408,time,,,
20126,time,,,
9386,time,,,
7335,time,,,
23616,time,,,
22984,time,,,
21738,time,,,
21974,time,,,
21245,time,,,
10089,time,,,
7570,time,,,
25605,time,,,
24742,time,,,
23151,time,,,
22322,time,,,
21661,time,,,
9525,time,,,
6787,time,,,
24481,time,,,
22004,time,,,
20961,time,,,
19076,time,,,
18049,time,,,
7668,time,,,
5924,time,,,
21305,time,,,
18781,time,,,
17319,time,,,
16288,time,,,
15730,time,,,
7062,time,,,
4814,time,,,
17773,time,,,
15638,time,,,
14760,time,,,
13942,time,,,
13353,time,,,
6367,time,,,
4201,time,,,
16005,time,,,
13468,time,,,
12203,time,,,
12148,time,,,
11876,time,,,
5233,time,,,
3746,time,,,
13860,time,,,
11763,time,,,
7729,time,,,
3838,time,,,
11773,time,,,
4722,time,,,
3242,time,,,
12795,time,,,
10460,time,,,
9954,time,,,
8866,time,,,
8828,time,,,
3794,time,,,
2744,time,,,
10325,time,,,
7899,time,,,
7358,time,,,
6484,time,,,
6152,time,,,
2819,time,,,
2138,time,,,
7853,time,,,
6564,time,,,
6102,time,,,
5493,time,,,
5220,time,,,
2418,time,,,
2031,time,,,
6758,time,,,
5426,time,,,
4875,time,,,
4866,time,,,
4685,time,,,
1870,time,,,
1406,time,,,
5569,time,,,
4541,time,,,
4268,time,,,
4120,time,,,
3980,time,,,
1705,time,,,
1296,time,,,
5252,time,,,
4206,time,,,
3847,time,,,
3653,time,,,
3485,time,,,
1286,time,,,
966,time,,,
3467,time,,,
2562,time,,,
3875,time,,,
3520,time,,,
3231,time,,,
1403,time,,,
1030,time,,,
4213,time,,,
3579,time,,,
3346,time,,,
3323,time,,,
3107,time,,,
1223,time,,,
868,time,,,
1381,time,,,
3938,time,,,
3605,time,,,
3235,time,,,
2978,time,,,
1294,time,,,
982,time,,,
4391,time,,,
3526,time,,,
3236,time,,,
3135,time,,,
2785,time,,,
1152,time,,,
1005,time,,,
3916,time,,,
3190,time,,,
3044,time,,,
3163,time,,,
2777,time,,,
1061,time,,,
878,time,,,
3749,time,,,
3255,time,,,
2935,time,,,
2814,time,,,
2788,time,,,
926,time,,,
906,time,,,
3322,time,,,
2834,time,,,
2828,time,,,
2770,time,,,
2542,time,,,
1156,time,,,
987,time,,,
3820,time,,,
3648,time,,,
3939,time,,,
4134,time,,,
3317,time,,,
1113,time,,,
2012,time,,,
8260,time,,,
9830,time,,,
11627,time,,,
12780,time,,,
11297,time,,,
3741,time,,,
5841,time,,,
24176,time,,,
32186,time,,,
38802,time,,,
42482,time,,,
46432,time,,,
22501,time,,,
18911,time,,,
68648,time,,,
71624,time,,,
75449,time,,,
74566,time,,,
73249,time,,,
31259,time,,,
23799,time,,,
80734,time,,,
75021,time,,,
70825,time,,,
65490,time,,,
57700,time,,,
25157,time,,,
18960,time,,,
61833,time,,,
51031,time,,,
46071,time,,,
41128,time,,,
36189,time,,,
16560,time,,,
12205,time,,,
37372,time,,,
29118,time,,,
26483,time,,,
23079,time,,,
19822,time,,,
8659,time,,,
6448,time,,,
9538,time,,,
19737,time,,,
14766,time,,,
13509,time,,,
12259,time,,,
5755,time,,,
4773,time,,,
13140,time,,,
10180,time,,,
9613,time,,,
9174,time,,,
8027,time,,,
3534,time,,,
3080,time,,,
8037,time,,,
6297,time,,,
5849,time,,,
5274,time,,,
4371,time,,,
1682,time,,,
1382,time,,,
5124,time,,,
3555,time,,,
3124,time,,,
3193,time,,,
2722,time,,,
1089,time,,,
888,time,,,
3002,time,,,
2403,time,,,
2364,time,,,
2216,time,,,
1831,time,,,
741,time,,,
674,time,,,
2219,time,,,
1854,time,,,
1528,time,,,
1495,time,,,
1314,time,,,
478,time,,,
317,time,,,
573,time,,,
1659,time,,,
1323,time,,,
1183,time,,,
1139,time,,,
379,time,,,
346,time,,,
1416,time,,,
1204,time,,,
1151,time,,,
1000,time,,,
747,time,,,
331,time,,,
275,time,,,
1016,time,,,
790,time,,,
790,time,,,
755,time,,,
693,time,,,
294,time,,,
250,time,,,
778,time,,,
663,time,,,
630,time,,,
272,time,,,
224,time,,,
187,time,,,
207,time,,,
846,time,,,
571,time,,,
723,time,,,
551,time,,,
560,time,,,
261,time,,,
319,time,,,
832,time,,,
656,time,,,
640,time,,,
573,time,,,
516,time,,,
214,time,,,
209,time,,,
801,time,,,
765,time,,,
726,time,,,
644,time,,,
717,time,,,
262,time,,,
252,time,,,
1026,time,,,
459,time,,,
1097,time,,,
986,time,,,
970,time,,,
391,time,,,
329,time,,,
1389,time,,,
1295,time,,,
1379,time,,,
1404,time,,,
1357,time,,,
584,time,,,
547,time,,,
2241,time,,,
2037,time,,,
2272,time,,,
2145,time,,,
2131,time,,,
919,time,,,
866,time,,,
3385,time,,,
3412,time,,,
3589,time,,,
3411,time,,,
3563,time,,,
1543,time,,,
1336,time,,,
6108,time,,,
5723,time,,,
6547,time,,,
6255,time,,,
6287,time,,,
2556,time,,,
2157,time,,,
9838,time,,,
9318,time,,,
9954,time,,,
9739,time,,,
10303,time,,,
4260,time,,,
3603,time,,,
16629,time,,,
16442,time,,,
17733,time,,,
18106,time,,,
18688,time,,,
7695,time,,,
7018,time,,,
27458,time,,,
26382,time,,,
26939,time,,,
26905,time,,,
26372,time,,,
10639,time,,,
9235,time,,,
36314,time,,,
34654,time,,,
35035,time,,,
33907,time,,,
31504,time,,,
12241,time,,,
10700,time,,,
41344,time,,,
36638,time,,,
34540,time,,,
32211,time,,,
28583,time,,,
10970,time,,,
9019,time,,,
34859,time,,,
29228,time,,,
28232,time,,,
24642,time,,,
21418,time,,,
8145,time,,,
6167,time,,,
23760,time,,,
19089,time,,,
16692,time,,,
13980,time,,,
11391,time,,,
4245,time,,,
3584,time,,,
13316,time,,,
9479,time,,,
4504,time,,,
2,time,,,
