Time,Normalized,Characterization
1,0.0,0.00045479108042425413
2,4.93913e-05,-0.0009627066834156068
3,2.46956e-05,0.00025385019614445725
4,2.46956e-05,0.00025615937695921466
5,2.46956e-05,0.0002640740972911536
6,6.17391e-05,0.0003332523100063806
7,0.00011113,0.0003146129366701808
8,0.000123478,0.00015435454865022128
9,0.000135826,-8.586617989906457e-05
10,7.40869e-05,-0.00029476646104508245
11,8.64347e-05,-0.00037673531818076944
12,9.87825e-05,-0.00028785048158153976
13,6.17391e-05,-4.1722535581709494e-05
14,0.000209913,0.00030501439117396783
15,0.000481565,0.0006760331044904028
16,0.00050626,0.0009982837099814326
17,0.000814956,0.001218998801778857
18,0.000642086,0.0013144907515327399
19,0.000456869,0.0012910046042192889
20,0.000950782,0.0011794160067759506
21,0.001284173,0.0010262160273612673
22,0.001432346,0.0008832253840661468
23,0.00186452,0.0007980645678038506
24,0.001629911,0.000806785217369672
25,0.001049564,0.0009294038152336055
26,0.000864347,0.0011684827032534281
27,0.002074433,0.0015104384393324931
28,0.002716519,0.0019289492688292487
29,0.002284345,0.002389679814774624
30,0.00276591,0.0028555184237353984
31,0.003235127,0.0032916079560828706
32,0.002358432,0.003669592708144294
33,0.002049737,0.003970695552160488
34,0.004259996,0.004187427299882685
35,0.00384017,0.004323907907448673
36,0.004716865,0.004394928862762491
37,0.004284691,0.004423991448338521
38,0.004840343,0.004440627102358401
39,0.003086953,0.0044773319056018975
40,0.003198084,0.004566439993240424
41,0.00779147,0.004737226153255545
42,0.006359124,0.005013470890866987
43,0.007174079,0.005411655026505309
44,0.005963994,0.005939878084367344
45,0.007062949,0.0065975230744968775
46,0.005729385,0.007375633190429331
47,0.005914603,0.008257908232849605
48,0.011767466,0.009222192125174883
49,0.011557553,0.01024230458616244
50,0.012162596,0.011290051525707698
51,0.012298422,0.012337256490094721
52,0.014138246,0.013357676662553514
53,0.010063468,0.01432866360840858
54,0.009804164,0.015232500123143186
55,0.018781024,0.01605732023329768
56,0.018163633,0.016797609802781697
57,0.017570938,0.017454267605119214
58,0.018595807,0.018034262962539568
59,0.021411108,0.018549935996910624
60,0.014372855,0.019018014951714575
61,0.013792507,0.01945841081555826
62,0.023979453,0.019892910414117334
63,0.024214062,0.02034380926383512
64,0.02405354,0.02083258959411129
65,0.02326328,0.021378745185254015
66,0.01920085,0.021998734905818426
67,0.018435285,0.02270516414975325
68,0.017002939,0.02350627101572115
69,0.032622922,0.02440559712850184
70,0.027585015,0.025401979716765936
71,0.029498926,0.026489770191053245
72,0.031252315,0.02765927236607214
73,0.031239967,0.028897369877384657
74,0.020460326,0.03018835520332788
75,0.019163806,0.0315146826202357
76,0.038500482,0.032857960797687255
77,0.037907787,0.03419987267782288
78,0.039883437,0.03552298676852161
79,0.039722915,0.036811557352132186
80,0.045612822,0.03805215904651067
81,0.028029536,0.039234296615145596
82,0.021472847,0.04035054132990124
83,0.051626207,0.04139696579382033
84,0.045810387,0.04237298637548263
85,0.050033339,0.04328128004063333
86,0.050663078,0.04412743712383984
87,0.051021164,0.04491970708850654
88,0.029832317,0.045668220164179374
89,0.024720322,0.04638472126389954
90,0.05912133,0.047081529812805174
91,0.054614378,0.047771368854254564
92,0.056380115,0.04846663586293781
93,0.053219075,0.04917830862724924
94,0.055170029,0.04991615040047535
95,0.034845529,0.05068807294411116
96,0.027152841,0.0514996160998516
97,0.067332625,0.05235386933331546
98,0.059726372,0.05325155938088595
99,0.062640456,0.054190569012028185
100,0.061899588,0.05516710883905445
101,0.063702368,0.056174234756438034
102,0.038883264,0.05720440227408664
103,0.030474403,0.05824808859847538
104,0.077680093,0.05929460113626818
105,0.072518707,0.06033288898591262
106,0.07193836,0.06135269621872891
107,0.067554886,0.06234314354604353
108,0.070925839,0.0632949707433589
109,0.039895784,0.06420007908701231
110,0.033363791,0.06505257835237477
111,0.08260687,0.06584737924410883
112,0.079964438,0.06658263407758533
113,0.076309486,0.06725860129496332
114,0.07588966,0.06787819793425705
115,0.076087225,0.06844552928802583
116,0.04613143,0.06896661321979757
117,0.032227792,0.06945029069597403
118,0.086607562,0.06990644934432817
119,0.08170548,0.07034625164244447
120,0.078643222,0.07078094707182259
121,0.078309831,0.07122405333217553
122,0.081717828,0.07168397396821789
123,0.046662386,0.0721742412051721
124,0.037846047,0.07270271821105598
125,0.093386511,0.07328077296412465
126,0.089262342,0.07391259675166123
127,0.09502877,0.07460159398226998
128,0.087669474,0.07535179596590683
129,0.087928778,0.07616178195410828
130,0.046427778,0.0770284379447491
131,0.038315264,0.07794629918515811
132,0.097337811,0.07890457144305389
133,0.097881115,0.07989540177284962
134,0.092028252,0.0809030295178469
135,0.087163213,0.08191926667618678
136,0.089163559,0.0829163234321943
137,0.048489862,0.08389170060845577
138,0.040476132,0.08481449166262829
139,0.110228928,0.08567718144796818
140,0.104499543,0.08645742127491866
141,0.109451016,0.08713728067667134
142,0.102067024,0.08770214422779865
143,0.099399896,0.08813946735781453
144,0.054984812,0.0884418197719291
145,0.043229694,0.08859684651782804
146,0.112772578,0.08859746265183017
147,0.106932062,0.08843918289974392
148,0.102536241,0.08811815553758766
149,0.099980243,0.08763880875279169
150,0.099140592,0.08701253705862501
151,0.051996641,0.08625566870635985
152,0.037907787,0.08535347817947421
153,0.105289803,0.08434095771450655
154,0.101276764,0.0832284380572179
155,0.094757119,0.08203421717110254
156,0.093547033,0.08077670890231473
157,0.083211913,0.07946590002832515
158,0.047341516,0.07813795235940194
159,0.031647445,0.07681670498298468
160,0.093065468,0.07550520593097475
161,0.091287383,0.0742385534552554
162,0.088644951,0.07304817178244165
163,0.082458697,0.07189651349098516
164,0.081866002,0.0708615936612261
165,0.045464648,0.06991495293245671
166,0.03015336,0.06910743853985585
167,0.08978095,0.06837688977164073
168,0.084965303,0.06781243153397991
169,0.080273134,0.06734450780936875
170,0.079717482,0.06700876434463648
171,0.07679105,0.06682606914660166
172,0.040192132,0.06671926411676364
173,0.028893883,0.06675025983051054
174,0.085236955,0.06686550069246935
175,0.083125478,0.06702319785537059
176,0.077778875,0.06725058789253276
177,0.074469661,0.06755628634841733
178,0.077877658,0.06788675285443578
179,0.039056133,0.0682061353861669
180,0.029091448,0.0685555773626726
181,0.087657126,0.06880186404727076
182,0.082693305,0.06911306367315272
183,0.086891562,0.06935294109472331
184,0.080767046,0.06945885926216687
185,0.078248092,0.0695380653187405
186,0.039105524,0.06950680160988748
187,0.027720841,0.06932826557398263
188,0.086977996,0.06903801001831761
189,0.088348603,0.06873240009016736
190,0.085459215,0.0682541018914929
191,0.077791223,0.06769042331320703
192,0.07459314,0.06702277174844523
193,0.035882745,0.06625408079005234
194,0.025905712,0.06539183906053889
195,0.079371743,0.06445447691829703
196,0.081853654,0.0634953583300112
197,0.074889487,0.0624011254503951
198,0.07046897,0.06143910009957155
199,0.067987059,0.06016883356668726
200,0.034759094,0.05919773424411993
201,0.023683106,0.05817741839432676
202,0.077457832,0.05717917673625127
203,0.053984639,0.056196833824633106
204,0.027794928,0.05552216997341177
205,0.07922357,0.05450119182217942
206,0.069320623,0.05407432321586172
207,0.034845529,0.053432389942322266
208,0.023028672,0.05312542967309956
209,0.078075223,0.05279268508914531
210,0.076272442,0.05272368583143643
211,0.072037142,0.0526236261999825
212,0.066776974,0.05294586989710244
213,0.065282888,0.05316234264486494
214,0.032981009,0.05371312390880312
215,0.022719976,0.05416823245680724
216,0.077840614,0.055091403727511874
217,0.073642358,0.055807466574051015
218,0.068629146,0.05663776115289563
